Handle,Brand,Title,Vendor,Product Type,Tags,Body (HTML),Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Price,Compare At Price,Inventory Quantity,Variant Image,Featured Image,All Images,Published At,Product URL
lookah-unicorn-mini,Lookah,Lookah Unicorn Mini,Lookah,Hardware,Vaporizer,,Default,Default Title,,,,,lookah-unicorn-mini,89.99,89.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/l/o/lookah_unicorn_mini_black_tvape_gallery_3_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/l/o/lookah_unicorn_mini_black_tvape_gallery_3_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/l/o/lookah_unicorn_mini_black_tvape_gallery_3_1.jpg,2026-03-30T06:50:59.515927,https://thermodynesystems.com/wholesaler/us/wax-vaporizers.html
new-puffco-peak,Puffco,New Puffco Peak,Puffco,Hardware,Vaporizer,,Default,Default Title,,,,,new-puffco-peak,220.0,220.0,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/n/e/new-puffco-peak_tvape_gallery_3_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/n/e/new-puffco-peak_tvape_gallery_3_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/n/e/new-puffco-peak_tvape_gallery_3_1.jpg,2026-03-30T06:50:59.516073,https://thermodynesystems.com/wholesaler/us/wax-vaporizers.html
pulsar-apx-wax-v3,Thermodyne Systems,Pulsar APX Wax V3,Thermodyne Systems,Hardware,Vaporizer,,Default,Default Title,,,,,pulsar-apx-wax-v3,69.99,69.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/pulsar-apx-wax-tvape_gallery_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/pulsar-apx-wax-tvape_gallery_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/pulsar-apx-wax-tvape_gallery_1.jpg,2026-03-30T06:50:59.516221,https://thermodynesystems.com/wholesaler/us/wax-vaporizers.html
puffco-pivot,Puffco,Puffco Pivot,Puffco,Hardware,Vaporizer,,Default,Default Title,,,,,puffco-pivot,130.0,130.0,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/puffco_pivot_onyx_wax_pen_front_view.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/puffco_pivot_onyx_wax_pen_front_view.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/puffco_pivot_onyx_wax_pen_front_view.jpg,2026-03-30T06:50:59.516367,https://thermodynesystems.com/wholesaler/us/wax-vaporizers.html
yocan-black-pocket,Yocan,Yocan Black Pocket,Yocan,Hardware,Vaporizer,,Default,Default Title,,,,,yocan-black-pocket,89.0,89.0,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/y/o/yocan_pocket_wax_pen_colors.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/y/o/yocan_pocket_wax_pen_colors.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/y/o/yocan_pocket_wax_pen_colors.jpg,2026-03-30T06:50:59.516531,https://thermodynesystems.com/wholesaler/us/wax-vaporizers.html
lookah-q7-mini,Lookah,Lookah Q7 Mini,Lookah,Hardware,Vaporizer,,Default,Default Title,,,,,lookah-q7-mini,79.99,79.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/l/o/lookah_q7_mini_tvape_gallery_1_2.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/l/o/lookah_q7_mini_tvape_gallery_1_2.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/l/o/lookah_q7_mini_tvape_gallery_1_2.jpg,2026-03-30T06:50:59.516679,https://thermodynesystems.com/wholesaler/us/wax-vaporizers.html
yocan-cylo,Yocan,Yocan Cylo,Yocan,Hardware,Vaporizer,,Default,Default Title,,,,,yocan-cylo,47.99,47.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/y/o/yocan_cylo_tvape_gallery_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/y/o/yocan_cylo_tvape_gallery_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/y/o/yocan_cylo_tvape_gallery_1.jpg,2026-03-30T06:50:59.516823,https://thermodynesystems.com/wholesaler/us/wax-vaporizers.html
pulsar-rok,Thermodyne Systems,Pulsar RoK,Thermodyne Systems,Hardware,Vaporizer,,Default,Default Title,,,,,pulsar-rok,199.99,199.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/pulsar_rok_front_view_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/pulsar_rok_front_view_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/pulsar_rok_front_view_1.jpg,2026-03-30T06:50:59.516967,https://thermodynesystems.com/wholesaler/us/wax-vaporizers.html
crossing-tug-20-e-rig,Thermodyne Systems,Crossing TUG 2.0 E Rig,Thermodyne Systems,Hardware,Vaporizer,,Default,Default Title,,,,,crossing-tug-20-e-rig,109.99,109.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/c/r/crossing_tech_tug_e_rig_side_view.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/c/r/crossing_tech_tug_e_rig_side_view.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/c/r/crossing_tech_tug_e_rig_side_view.jpg,2026-03-30T06:50:59.517124,https://thermodynesystems.com/wholesaler/us/wax-vaporizers.html
lookah-ant,Lookah,Lookah Ant,Lookah,Hardware,Vaporizer,,Default,Default Title,,,,,lookah-ant,69.99,69.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/l/o/lookah_ant_wax_pen_black_device_front_view_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/l/o/lookah_ant_wax_pen_black_device_front_view_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/l/o/lookah_ant_wax_pen_black_device_front_view_1.jpg,2026-03-30T06:50:59.517294,https://thermodynesystems.com/wholesaler/us/wax-vaporizers.html
lookah-dinosaur,Lookah,Lookah Dinosaur,Lookah,Hardware,Vaporizer,,Default,Default Title,,,,,lookah-dinosaur,149.99,149.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/l/o/lookah_dinosaur_e_rig_black_front_view_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/l/o/lookah_dinosaur_e_rig_black_front_view_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/l/o/lookah_dinosaur_e_rig_black_front_view_1.jpg,2026-03-30T06:50:59.517449,https://thermodynesystems.com/wholesaler/us/wax-vaporizers.html
pulsar-dabtron-20,Thermodyne Systems,Pulsar Dabtron 2.0,Thermodyne Systems,Hardware,Vaporizer,,Default,Default Title,,,,,pulsar-dabtron-20,79.99,79.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/pulsar_dabtron_2.0_e_rig_colors.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/pulsar_dabtron_2.0_e_rig_colors.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/pulsar_dabtron_2.0_e_rig_colors.jpg,2026-03-30T06:50:59.517594,https://thermodynesystems.com/wholesaler/us/wax-vaporizers.html
the-core-21,Thermodyne Systems,The Core 2.1,Thermodyne Systems,Hardware,Vaporizer,,Default,Default Title,,,,,the-core-21,154.99,154.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/t/h/the_core_2.1_tvape_wholesale_gallery_images_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/t/h/the_core_2.1_tvape_wholesale_gallery_images_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/t/h/the_core_2.1_tvape_wholesale_gallery_images_1.jpg,2026-03-30T06:50:59.517739,https://thermodynesystems.com/wholesaler/us/wax-vaporizers.html
lookah-dragon-egg,Lookah,Lookah Dragon Egg,Lookah,Hardware,Vaporizer,,Default,Default Title,,,,,lookah-dragon-egg,99.0,99.0,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/l/o/lookah_dragon_tvape_gallery_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/l/o/lookah_dragon_tvape_gallery_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/l/o/lookah_dragon_tvape_gallery_1.jpg,2026-03-30T06:50:59.517883,https://thermodynesystems.com/wholesaler/us/wax-vaporizers.html
yocan-ican,Yocan,Yocan iCan,Yocan,Hardware,Vaporizer,,Default,Default Title,,,,,yocan-ican,41.99,41.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/y/o/yocan_ican_black_gallery_picture_4.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/y/o/yocan_ican_black_gallery_picture_4.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/y/o/yocan_ican_black_gallery_picture_4.jpg,2026-03-30T06:50:59.518026,https://thermodynesystems.com/wholesaler/us/wax-vaporizers.html
yocan-nestor,Yocan,Yocan Nestor,Yocan,Hardware,Vaporizer,,Default,Default Title,,,,,yocan-nestor,29.99,29.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/y/o/yocan_nestor_black_gallery_picture_1_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/y/o/yocan_nestor_black_gallery_picture_1_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/y/o/yocan_nestor_black_gallery_picture_1_1.jpg,2026-03-30T06:50:59.518176,https://thermodynesystems.com/wholesaler/us/wax-vaporizers.html
yocan-evolve-plus-xl-vaporizer,Yocan,Yocan Evolve Plus XL Vaporizer,Yocan,Hardware,Vaporizer,,Default,Default Title,,,,,yocan-evolve-plus-xl-vaporizer,39.99,39.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/y/o/yocan_evolve_plus_xl_frontview_up.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/y/o/yocan_evolve_plus_xl_frontview_up.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/y/o/yocan_evolve_plus_xl_frontview_up.jpg,2026-03-30T06:50:59.518321,https://thermodynesystems.com/wholesaler/us/wax-vaporizers.html
lookah-seahorse-pro-plus,Lookah,Lookah Seahorse Pro Plus,Lookah,Hardware,Vaporizer,,Default,Default Title,,,,,lookah-seahorse-pro-plus,53.99,53.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/l/o/lokaah_seahorse_black_tvape_gallery_2.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/l/o/lokaah_seahorse_black_tvape_gallery_2.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/l/o/lokaah_seahorse_black_tvape_gallery_2.jpg,2026-03-30T06:50:59.518478,https://thermodynesystems.com/wholesaler/us/wax-vaporizers.html
utillian-8-v2,Utillian,Utillian 8 V2,Utillian,Hardware,Vaporizer,,Default,Default Title,,,,,utillian-8-v2,289.99,289.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_8_v2_black_e_rig_gallery_12.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_8_v2_black_e_rig_gallery_12.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_8_v2_black_e_rig_gallery_12.jpg,2026-03-30T06:51:32.531561,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/electric-dab-rigs.html
new-puffco-peak-pro-3dxl,Puffco,New Puffco Peak Pro 3DXL,Puffco,Hardware,Vaporizer,,Default,Default Title,,,,,new-puffco-peak-pro-3dxl,420.0,420.0,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/puffco_peak_pro_tvape_gallery_2.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/puffco_peak_pro_tvape_gallery_2.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/puffco_peak_pro_tvape_gallery_2.jpg,2026-03-30T06:51:32.531765,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/electric-dab-rigs.html
utillian-hot-wax-axe,Utillian,Utillian Hot Wax Axe,Utillian,Hardware,Vaporizer,,Default,Default Title,,,,,utillian-hot-wax-axe,49.99,49.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian-hot-wax-axe_tvape_gallery_14.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian-hot-wax-axe_tvape_gallery_14.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian-hot-wax-axe_tvape_gallery_14.jpg,2026-03-30T06:52:37.531037,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pen-parts.html
utillian-8-ruby-pearl-pack,Utillian,Utillian 8 Ruby Pearl Pack,Utillian,Hardware,Vaporizer,,Default,Default Title,,,,,utillian-8-ruby-pearl-pack,14.99,14.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_8_ruby_terp_pearl_pack_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_8_ruby_terp_pearl_pack_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_8_ruby_terp_pearl_pack_1.jpg,2026-03-30T06:52:37.531288,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pen-parts.html
tronian-omegatron-glass-cup,Tronian,Tronian Omegatron Glass Cup,Tronian,Hardware,Vaporizer,,Default,Default Title,,,,,tronian-omegatron-glass-cup,39.99,39.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/t/r/tronian_omegatron_glass_cup_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/t/r/tronian_omegatron_glass_cup_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/t/r/tronian_omegatron_glass_cup_1.jpg,2026-03-30T06:52:37.531423,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pen-parts.html
tronian-omegatron-glass-core-heating-element-pack,Tronian,Tronian Omegatron Glass Core Heating Element Pack,Tronian,Hardware,Vaporizer,,Default,Default Title,,,,,tronian-omegatron-glass-core-heating-element-pack,34.99,34.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/t/r/tronian_omegatron_glass_core_heating_element_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/t/r/tronian_omegatron_glass_core_heating_element_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/t/r/tronian_omegatron_glass_core_heating_element_1.jpg,2026-03-30T06:52:37.531552,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pen-parts.html
tronian-omegatron-triple-helix-heating-element-pack,Tronian,Tronian Omegatron Triple Helix Heating Element Pack,Tronian,Hardware,Vaporizer,,Default,Default Title,,,,,tronian-omegatron-triple-helix-heating-element-pack,34.99,34.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/t/r/tronian_omegatron_triple_helix_heating_element_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/t/r/tronian_omegatron_triple_helix_heating_element_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/t/r/tronian_omegatron_triple_helix_heating_element_1.jpg,2026-03-30T06:52:37.531681,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pen-parts.html
tronian-omegatron-heating-element-cover,Tronian,Tronian Omegatron Heating Element Cover,Tronian,Hardware,Vaporizer,,Default,Default Title,,,,,tronian-omegatron-heating-element-cover,12.99,12.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/t/r/tronian_omegatron-_heating_element_cover_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/t/r/tronian_omegatron-_heating_element_cover_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/t/r/tronian_omegatron-_heating_element_cover_1.jpg,2026-03-30T06:52:37.531807,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pen-parts.html
utillian-5-heating-chamber,Utillian,Utillian 5 Heating Chamber,Utillian,Hardware,Vaporizer,,Default,Default Title,,,,,utillian-5-heating-chamber,36.99,36.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_5_v-3.1_heating_chamber_black_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_5_v-3.1_heating_chamber_black_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_5_v-3.1_heating_chamber_black_1.jpg,2026-03-30T06:52:37.531922,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pen-parts.html
utillian-6-glass-mouthpiece,Utillian,Utillian 6 Glass Mouthpiece,Utillian,Hardware,Vaporizer,,Default,Default Title,,,,,utillian-6-glass-mouthpiece,28.99,28.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_6_wax_pen_glass_mouthpiece.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_6_wax_pen_glass_mouthpiece.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_6_wax_pen_glass_mouthpiece.jpg,2026-03-30T06:52:37.532049,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pen-parts.html
utillian-6-heating-element-pack,Utillian,Utillian 6 Heating Element Pack,Utillian,Hardware,Vaporizer,,Default,Default Title,,,,,utillian-6-heating-element-pack,43.99,43.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_6_wax_pen_heating_element_pack.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_6_wax_pen_heating_element_pack.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_6_wax_pen_heating_element_pack.jpg,2026-03-30T06:52:37.532165,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pen-parts.html
utillian-6-extended-mouthpiece,Utillian,Utillian 6 Extended Mouthpiece,Utillian,Hardware,Vaporizer,,Default,Default Title,,,,,utillian-6-extended-mouthpiece,15.99,15.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_6_wax_pen_extended_mouthpiece.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_6_wax_pen_extended_mouthpiece.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_6_wax_pen_extended_mouthpiece.jpg,2026-03-30T06:52:37.532291,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pen-parts.html
utillian-ruby-pearl-pack-5-mm,Utillian,Utillian Ruby Pearl Pack - 5 mm,Utillian,Hardware,Vaporizer,,Default,Default Title,,,,,utillian-ruby-pearl-pack-5-mm,22.49,22.49,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_6_wax_pen_ruby_pearl_5mm.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_6_wax_pen_ruby_pearl_5mm.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_6_wax_pen_ruby_pearl_5mm.jpg,2026-03-30T06:52:37.532416,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pen-parts.html
utillian-5-mouthpiece,Utillian,Utillian 5 Mouthpiece,Utillian,Hardware,Vaporizer,,Default,Default Title,,,,,utillian-5-mouthpiece,22.29,22.29,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/5/u5_v3.1_mouthpiece.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/5/u5_v3.1_mouthpiece.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/5/u5_v3.1_mouthpiece.jpg,2026-03-30T06:52:37.532529,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pen-parts.html
tronian-gammatron-mouthpiece,Tronian,Tronian GammaTron Mouthpiece,Tronian,Hardware,Vaporizer,,Default,Default Title,,,,,tronian-gammatron-mouthpiece,25.99,25.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/t/r/tronian_gammatron_mouthpiece-tool_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/t/r/tronian_gammatron_mouthpiece-tool_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/t/r/tronian_gammatron_mouthpiece-tool_1.jpg,2026-03-30T06:52:37.532654,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pen-parts.html
tronian-gammatron-kanthal-heating-element-pack,Tronian,Tronian Gammatron Kanthal Heating Element Pack,Tronian,Hardware,Vaporizer,,Default,Default Title,,,,,tronian-gammatron-kanthal-heating-element-pack,24.99,24.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/t/r/tronian_gammatron_kanthal_heating_chamber_pack_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/t/r/tronian_gammatron_kanthal_heating_chamber_pack_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/t/r/tronian_gammatron_kanthal_heating_chamber_pack_1.jpg,2026-03-30T06:52:37.532780,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pen-parts.html
